Client ID,Transaction Count,Total Execution Time,Mean Latency,Throughput,Median,95th Percentile,99th Percentile
8,100,61.21,585.50,1.63,395.30,1687.27,2249.11
1,100,70.53,685.01,1.42,484.19,2088.27,2861.80
3,100,69.21,663.96,1.44,471.54,1975.63,2382.06
6,100,68.23,663.21,1.47,377.97,2283.39,2900.36
5,100,71.08,690.27,1.41,413.38,2266.09,2878.07
2,100,74.70,720.43,1.34,564.67,2132.80,3703.28
4,100,73.79,714.26,1.36,338.51,1975.44,3391.73
7,100,71.55,691.56,1.40,518.01,1755.91,2788.20
